track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
2jbf9EytR7fzpSrPWAYCf9,Paraluman,1DlYnIiliftt6R21Y5NOW2,Adie,0kQW4dCqjMfD2Vlrf6h8Cw,312320,2021-03-26,76,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-06,0.0946,0.108,90.121,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
6wdCelHrPh7UfliNjwRTUv,Leaves,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5Yl1Bi501CuE72jaVK4e3y,310708,2017-03-31,69,0.447,0.16,6,-10.896,1,0.0372,0.913,0.0,0.0891,0.205,118.313,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
16iRlyUMJVPqz62DlomMre,Ikaw Lang,5GVk1KCKa1tdHRev4bMw7V,NOBITA,1nft8RTZE2QYeDPPNEnCBx,263500,2020-06-12,76,0.513,0.38,11,-11.091,1,0.0336,0.12,0.0,0.0924,0.323,120.952,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
3OpGUlDmRUXh0NkIYWoIlD,Your Song,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,0kV35wyXIJKk04VRG0DdF4,168493,2003,68,0.636,0.159,11,-13.117,1,0.0549,0.892,0.0,0.112,0.658,119.766,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4IeuTj1pEHuL9vJSiEqEfR,Ligaya,31fsDbpNPKe346urriO4ma,mrld,0ccUyUkrIynFO5USku5IHH,248800,2021-10-06,73,0.458,0.533,0,-5.249,1,0.0381,0.447,0.0,0.114,0.343,149.832,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
2X5AFygz5SDYlXagyPw8kX,Binibini,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,0oJLtle44OSumLZj1WDEf0,221538,2021-03-26,70,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-06,0.435,0.0979,129.863,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
761frfZtZ8I2g70UsjFfBK,I Need You More Today,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,4TyVEjoScAou6qVjhXyYfp,233728,2016-12-02,30,0.474,0.522,11,-7.513,1,0.0408,0.36,0.0,0.123,0.448,157.225,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
3VcVQmMivq2ISfKUmIuvMK,Rainbow,6ZgBJRjJsK1iOJGKGZxEUv,South Border,6bMej3xtNOTiiHLdhR4wzX,347120,2005-01-01,61,0.66,0.224,5,-13.426,1,0.0307,0.425,2.02e-06,0.101,0.382,88.011,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1FHCU1rDAeaPsBW9byjJ0Q,12:51,09DdQEMQaaq0f99vqqub3V,krissy & ericka,5M4GVkxOl3joHIkvNrAlbJ,246280,2011-01-01,62,0.503,0.357,3,-9.36,1,0.0272,0.727,0.0,0.128,0.438,136.135,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
0WZqHCoOBXqgCCIsUZLC2a,Pagsamo,7uDdl5V5AETSFY7K3muu22,Arthur Nery,668hRB0T4LU6a7HVspAMKy,297001,2021-10-01,76,0.644,0.315,6,-9.382,1,0.0339,0.706,0.00162,0.0962,0.356,60.001,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,6Ww3OMFzCaO33ulKh1LBFN,Hale,472GgeFZaCdRLcL3cT0IAn,291357,2005,70,0.558,0.553,4,-6.669,1,0.0323,0.492,0.0,0.116,0.251,134.263,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4nQxblVnnFPehg9ujzdJ8L,318814,2017-06-23,69,0.491,0.314,10,-8.58,1,0.0301,0.776,4.76e-06,0.152,0.295,126.921,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
267RumTt5KeLBGl2KWxBL0,Dating Tayo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,01f1BJjxsFyuX580Fk8Gjk,239480,2016-05-19,69,0.551,0.329,7,-10.731,1,0.0431,0.648,3.82e-05,0.0925,0.331,139.699,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,7IW9irtFutjRET02MjOjdW,244800,2021-10-15,76,0.627,0.363,8,-8.127,1,0.0291,0.279,0.0,0.0928,0.301,99.905,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466,2007,68,0.394,0.623,9,-5.029,1,0.0384,0.573,0.0,0.0937,0.316,115.003,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
63qA4ydokzNOFpsaNlsYsC,Higa,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,245760,2019-10-25,38,0.657,0.337,9,-10.546,1,0.0433,0.45,0.0,0.106,0.183,125.057,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
6mdmVPI2uIR2B2kHRRI8nb,Tell Me Where It Hurts,5elcNQkZ6FCZA3grSOMngY,MYMP,0tH9g6Q7va9BzCY2pAFygZ,253013,2005-05-09,1,0.726,0.542,7,-7.952,1,0.042,0.702,0.0,0.0962,0.396,89.583,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0U3q2NgWn97Fsns6dg7CzD,288189,2020-02-28,71,0.311,0.342,2,-8.889,1,0.032,0.432,1.93e-06,0.114,0.274,177.158,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
0wUSZjJVblGKntOqBSWMdo,Bawat Daan,543f0NvGig5Moo9XROTUur,Ebe Dancel,4acHD3ykZw3DYLcLW1Mqv3,300240,2015-01-01,63,0.229,0.697,6,-5.298,1,0.0304,0.0342,0.0,0.0749,0.292,152.236,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4isDU5tDNqFLQ5xQ9NgPmz,"Till My Heartaches End - From ""The Significant Other""",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,6Mt2ypZ8Q48fAdqiVkw1kH,256923,2018-03-02,59,0.497,0.375,4,-6.386,1,0.0328,0.845,0.0,0.265,0.214,130.226,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4iRRAvxPPWXQp3mV1rAbPF,Unang Sayaw,5GVk1KCKa1tdHRev4bMw7V,NOBITA,05VgPoz2XrqlgnnOYBaPsk,278008,2021-08-18,73,0.5,0.397,9,-11.653,1,0.0557,0.412,0.0,0.126,0.375,180.045,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1pi3VCMlGVaXvrjlVOkBPN,KLWKN,52gTrzyF0DyfkFl1DQz9Oq,Music Hero,1TmGJJPRkYoxPEAo0xFnQV,256572,2019-01-31,65,0.493,0.394,2,-6.997,1,0.0366,0.575,0.0,0.267,0.375,152.03,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1C3wg8sCIPqpNQx0wAL4DC,The Way You Look at Me,4U78sK2D3zASSB6oSR38GQ,Christian Bautista,0qEwvzXNVsPFK7eftFej7Q,207786,2004-03-25,61,0.485,0.29,1,-8.444,1,0.0321,0.817,0.0,0.111,0.333,134.168,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1yDiru08Q6omDOGkZMPnei,Maybe The Night,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,6LhZ3QMHGJeTes9cCTxK8e,217197,2017-10-27,66,0.572,0.522,2,-9.095,1,0.0367,0.113,4.91e-05,0.114,0.498,74.05,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4r3wYgrJ3Q30ldSk05e6KP,Kiss (Never Let Me Go),0001ZVMPt41Vwzt1zsmuzp,Thyro & Yumi,0tSrGWDVpvBzlD8OWSRmg6,259714,2020-04-17,1,0.571,0.534,0,-7.451,1,0.0336,0.0601,0.0,0.3,0.544,139.972,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
7gZ3kWNtIxFgxjsm5OTVMB,214,1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,65GkUxR6lYlCiYP4mqyZl1,273200,2001,62,0.537,0.561,4,-6.961,0,0.0297,0.423,1.64e-06,0.134,0.242,78.13,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1YY6iA00Q58TvDEh6rYaWf,Ngiti,6GbCVaJ6iTA0OnZaOiDpl0,Ronnie Liang,386MjtGdyMGEqjldwGVfFd,210920,2014,51,0.57,0.454,1,-9.04,1,0.0269,0.453,0.0,0.127,0.463,77.965,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4wOISjicRMhm89CnvX7zuR,Maybe This Time,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,453Ok0696evJwrzN4DAa6c,255608,2014-05-05,0,0.389,0.273,6,-7.697,1,0.0362,0.705,0.0,0.117,0.176,134.124,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4FdQYoWFym37QDQ2GkEHi1,It Might Be You - Theme from Everyday I Love You,1t2caVgyabZrVDAlmMGraV,Michael Pangilinan,0obyXODEHnssLgwFovpusL,252969,2015-10-21,62,0.541,0.435,6,-7.404,1,0.0242,0.314,3.28e-06,0.114,0.242,95.023,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,6Ww3OMFzCaO33ulKh1LBFN,Hale,4iaCi771IT9I2xwtnXnjlx,242800,2004,65,0.5,0.339,7,-7.301,1,0.0263,0.71,0.00222,0.108,0.152,136.427,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,7xconhHQKj7Be4P2KvUmFz,285138,2017-04-29,66,0.518,0.762,7,-3.907,1,0.0305,0.0851,0.0,0.148,0.271,155.985,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
0JzwzRDkwZr8s1WRfNgUqA,Till I Met You,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,0NfAzxHZ4diQArSqZMTJHc,240065,2015-01-01,62,0.452,0.476,2,-8.042,1,0.0338,0.689,2.27e-06,0.361,0.172,139.833,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
7cOn5x1L5pbM48Y1yVsYb4,I'll Never Go,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,3FAABisVP7phjYvjinEYhs,263040,2005-12-20,0,0.46,0.331,11,-11.306,1,0.0334,0.7,0.0,0.0803,0.25,139.862,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1MkiRsYBkXbXvdiYvTTiQT,Someday,2tQbSWgZLIB8MXMnsXVRro,Nina,1yx0lKqG8Z1J3IOxx4gbzs,214773,2006-08-23,61,0.556,0.212,6,-11.197,1,0.0406,0.941,0.0,0.0982,0.514,133.392,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
65sEZZaxTjLMD8vNgPoMz5,Imahe,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,04KG42EaTfjaPbYHQ6wI3h,321817,2018-11-30,65,0.604,0.446,9,-8.01,1,0.0341,0.63,0.0,0.0859,0.199,143.946,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
7Kh9hYahcc7CY9ySWAhbfe,Nang Dumating Ka,4slXciON4jYY6mqE9LjSFx,Bandang Lapis,0pKql5M2xJjgryZLA9H4T9,379804,2021-02-14,62,0.459,0.584,0,-6.378,1,0.0312,0.0148,0.0,0.0726,0.322,131.868,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
0bN5xQD1krvZNn8bsiWfVb,Nothing's Gonna Stop Us Now (Theme from Crazy Beautiful You),5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,3lfOcun9UzVA8x0JLrOicl,259056,2015-02-10,0,0.527,0.64,6,-5.462,1,0.0305,0.211,0.0,0.231,0.517,185.72,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
5iNGxZ1waiyMFylg4QAHk6,Same Ground,4OjU5UP0GFWeniBC82sGBY,Kitchie Nadal,7beVKW0o7iRoM0eRT3kGfk,267680,2004-01-01,57,0.616,0.525,2,-10.636,1,0.0269,0.308,3.58e-06,0.161,0.456,155.889,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1YlibpAvhJBbMZMBwN1KGv,The Juans,2m8pNsbpAvJYe7rbRpkhFF,303937,2018-10-26,30,0.283,0.281,11,-11.414,1,0.035,0.437,0.00114,0.102,0.127,79.919,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
2PO6blDCnOFWxudKu0XnmV,'Di Na Muli,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,7djBOaRI4ItJ9Q9j1haJ4n,260599,2018-06-04,26,0.517,0.468,4,-6.582,1,0.0345,0.702,0.0,0.152,0.266,121.284,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
21LMl54FIe7J5oOoZzgeiQ,Ang Huling El Bimbo,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,2DIpgoeZAbwk3wF1qSDj8v,450333,2004-01-23,57,0.521,0.626,6,-8.152,1,0.0243,0.194,0.0,0.227,0.479,90.337,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
70bc7AZ8MN5niphOXyHpsD,Malaya,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,320320,2018-02-19,57,0.585,0.138,7,-11.172,1,0.0297,0.854,2.75e-05,0.0907,0.108,90.893,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
7L8GQLm6e7cGoMMUAgWCVp,Huling Sayaw,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,295413,2012,63,0.474,0.871,1,-4.013,0,0.0405,0.00125,0.0,0.202,0.545,137.102,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1YDHJAVkG1Z6mnzu1Orpap,Tulad Mo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,4Rl0tuXTg3rfQJyMf2Ufa1,220933,2015,58,0.683,0.455,9,-8.478,1,0.0252,0.685,0.0,0.129,0.546,100.997,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
1X4l4i472kW5ofFP8Xo0x0,Sana - Single Version,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,4njOhY51h2CBqdAX4o41U1,277098,2018-04-28,65,0.66,0.373,7,-7.874,1,0.029,0.701,0.0,0.226,0.348,126.887,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
3vGkyQlCw8LklNip0ZUELC,Nobela,70ljCILl0aVXitf3K39YvT,Join The Club,7kzETZloUVbyQLuqDnLPVV,291506,2016-04-01,62,0.358,0.548,8,-5.998,1,0.027,0.36,0.0,0.173,0.518,163.434,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
5UhpceEr5XmbVwyoIUIRnh,Hanggang Kailan - Umuwi Ka Na Baby,1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,0S0yaR1MiuHfyAZPAtChVc,261866,2005-03-24,63,0.556,0.674,0,-5.563,1,0.0296,0.116,2.19e-06,0.226,0.399,146.433,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
4u8RkgV6P4TLi89SmlUtv8,Mundo,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,2p6QlBCrnKwUFC0wPN1kfV,349713,2018-02-14,67,0.705,0.401,6,-8.9,1,0.0376,0.176,8.66e-06,0.0735,0.481,140.031,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
7zzZmpw8L66ZPjH1M6qmOs,Migraine,2kZThDGZcHl4klYYFk0v8n,Moonstar88,4t3FtECyV1gClHmpBhXSfB,267960,2008-07-28,56,0.664,0.537,2,-6.0,1,0.029,0.217,2.88e-06,0.118,0.221,115.049,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
7D4rSZoga8hqJqNOVcPde1,If We Fall in Love,0DnjaQqb436AH1idffI6CQ,Yeng Constantino,20RBKgpWWNoA2xo7CRZfO5,246680,2007-01-19,55,0.568,0.382,5,-9.906,1,0.0285,0.782,1.03e-05,0.0945,0.3,140.085,37i9dQZF1DX4olOMiqFeqU,OPM Favorites
11s7b3qNczlmVO0LT3PPte,Maligayang Pagkunwari,31fsDbpNPKe346urriO4ma,mrld,0NqV5yJbP7ngiQPY91J9dj,274500,2022-04-01,59,0.548,0.425,9,-8.448,1,0.0323,0.531,0.0,0.0831,0.331,119.862,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
5Hm2MJQ4ECvQmH5QWCMQrR,Paraluman,1DlYnIiliftt6R21Y5NOW2,Adie,1WPqdSZcLnQQFhCGK3kJk6,312320,2021-03-26,44,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-06,0.0946,0.108,90.121,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
5MYPzdIWgx3pMLRGlq2fVq,Asan Ka Na Ba,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,0MK93ibEen72O8dosu3WXE,241132,2022-03-25,75,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
3oXmrotNyqtSs6ehaXES3N,"Bibitaw, aasa",2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,0AUHjqyBobZYVJwBucRhRG,233148,2022-03-22,53,0.579,0.511,11,-10.063,1,0.0702,0.507,0.0,0.157,0.383,135.02,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
34YfLWuoxLEcvJQNxdI9P2,Pagsamo,7uDdl5V5AETSFY7K3muu22,Arthur Nery,2a4tsCtI450vuuBKJ3nSP2,297001,2021-10-01,45,0.644,0.315,6,-9.382,1,0.0339,0.706,0.00162,0.0962,0.356,60.001,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
4bSYgYBQGOuzwfBZ82uDgJ,Dalampasigan,5dUnvFYDMwg7j5JcERaGMk,Anji Salvacion,0uJ9mPDkgFn9wI1Bq3qKAK,295000,2022-03-18,54,0.583,0.449,1,-5.757,1,0.0277,0.588,0.0,0.128,0.438,123.005,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
0R14hunYxRvkNZue5WL4Oc,Tahanan,1DlYnIiliftt6R21Y5NOW2,Adie,7Jgei0LHq4rhql16x8lsuH,293727,2021-12-08,52,0.394,0.366,3,-10.855,1,0.031,0.799,1.05e-06,0.315,0.3,109.862,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
0087fDVeNhuyMtST91RMjv,Kundiman,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,339053,2007,66,0.335,0.571,11,-4.711,1,0.0243,0.564,0.0,0.137,0.454,93.572,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
5CHxZuUwZqeK7WU4fAQ0ub,Pelikula,09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,4NkcWiR6GiARbl7ANX9m4u,204693,2021-07-02,37,0.676,0.259,6,-12.127,1,0.0598,0.801,2.36e-05,0.115,0.314,75.031,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
08MFgEQeVLF37EyZ7jcwLc,Pano,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,1HJ34zQqSqNvZeO2W6dE01,254400,2021-12-06,76,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
1KUZUkyEGDvWxT4l1D9gGF,Crazier,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,6VA0F9GSo9tASAQtUQkLmZ,233351,2021-07-01,51,0.59,0.148,7,-15.838,1,0.0349,0.856,0.0,0.0862,0.309,83.333,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
4wnY5k0diSG5naOgbtCOqK,Sigurado,404RA7nuwzYA8WskpMgUp1,Belle Mariano,3acG1SpY8w8Od6dBqaHEWl,205853,2021-05-14,54,0.402,0.454,1,-6.124,1,0.0283,0.835,0.0,0.0974,0.531,172.826,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
4Aor9l4tiok1Llkbu0vREb,Puhon,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,3UIpxG2NXaGzMuA9rNQjSK,240167,2020-05-14,57,0.524,0.583,7,-4.947,1,0.0717,0.403,0.0,0.0845,0.691,179.758,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
2JEPz4bH3WNCvjz9rmZrpZ,Pasalubong - feat. Moira Dela Torre,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,2UZpkRsvRjW36jNVkHss7q,241587,2021-07-30,58,0.375,0.358,7,-8.531,1,0.026,0.582,2.56e-05,0.0647,0.177,71.755,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
37JChM82iueRqLoDoNEZx7,You Are,1SeQjcBdMcn1DCUJcnTtud,Pixie Labrador,1Elc9QAU9OUrpl0nZSNhGc,317675,2020-02-14,0,0.582,0.351,2,-10.888,1,0.0301,0.811,0.0,0.119,0.181,115.936,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
5PjjypAmfFPp5Axknx5mJ9,Can't Get Out,6iWghHqk07KYuZWB21Ff4i,Jem Macatuno,7KShP8LdkytN2aPDIbIkR8,245217,2019-11-15,58,0.615,0.379,10,-10.588,0,0.0514,0.363,0.0,0.109,0.431,137.658,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
7qVEddUgsVilkIn1DLS3Qu,Pursue,0HV4Hfh08PyKYR3I4tOJl1,Roy Antonio,29eRkXzTOl31jjyUlrtusd,365846,2020-02-26,46,0.655,0.293,3,-10.669,0,0.0464,0.516,2.25e-06,0.0989,0.205,65.086,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,277CpjwmcdLZsHwXpj9D8H,171527,2020-06-04,63,0.386,0.657,7,-5.125,1,0.0316,0.292,1.05e-05,0.393,0.401,179.998,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
1dcNEEtODRVZEevQ20Cgmy,Nangangamba,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,4kHntHygZZcKMRXGE2k1Fw,210354,2020-08-07,73,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
4rogQcTh9fZvqH6aCUGxuB,My Favorite Movie,0O9bX2IzP7MxBcpAel5twJ,Gilyan Saludes,12FgPn7XtNi0REhdTw4DMG,230485,2021-04-30,19,0.593,0.307,6,-12.427,1,0.0747,0.215,0.0,0.122,0.587,81.515,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
3bdvy2rXK3P9APlH6wivT9,Cold Summer Nights,66DP8oRJYpSDrZCezK47fN,Kurei,0evJ0DUgsPL1DiUN7jodn2,246493,2020-03-27,41,0.672,0.492,7,-7.949,1,0.0352,0.691,0.000143,0.079,0.475,74.076,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
6Jsk4XzMSOK21Ubxx5YjVx,"Dito, Sa Ilalim Ng Buwan",2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,4e9ffkSrcY2ryZP296dPWe,245225,2021-12-15,63,0.565,0.363,4,-11.385,1,0.0245,0.818,0.877,0.114,0.0762,80.04,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
01tlnMZbaHDRuEqdfTbsJo,Still You,7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,1G2LUZmx7vzYuam4IVggZv,208500,2021-01-29,53,0.482,0.562,7,-5.74,1,0.0318,0.251,0.0,0.273,0.342,135.837,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
2Mo4pOpCYXOu33856sMQLh,Make It With You,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,3cHbJm4cKnGephP4UYxIEv,209782,2019-12-13,64,0.558,0.458,4,-10.711,1,0.0485,0.7,2.11e-05,0.186,0.342,86.877,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
646GWQn2cSdusOT1p0A2yS,Sa 'Yo,5BukDmriB1WrLFDavZzHdJ,Jeremy G,5oPy0K3gE47VupY0tAEoua,217846,2019-10-25,43,0.512,0.606,7,-3.758,1,0.0283,0.424,0.0,0.159,0.455,129.985,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
77iVPjxBy9Q3GgOxVE1UUA,"Halik Sa Hangin - From ""The Killer Bride""",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,3S4ZOWVwtEGMcxevA5YZO1,288000,2019-08-12,52,0.505,0.552,11,-11.387,0,0.0973,0.623,5.24e-05,0.327,0.407,149.467,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
56eSssAEAxR45WlKSddFch,For J,2TX325jFbZFpe2OGZNo4Lx,Markus,1rdaQOge1JF6yEBQ3cpxma,172100,2020-10-02,38,0.511,0.316,10,-10.345,1,0.0417,0.842,1.43e-06,0.103,0.15,150.113,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
7178ubXeY1sFOqdNkKrUwb,Pagtingin,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4a0SAaOEW4bxKEvSqSDoQz,227370,2019-05-03,52,0.669,0.42,2,-8.464,1,0.0253,0.506,0.0,0.404,0.523,95.049,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
23sa0BogsmnZXkXT7bHDYK,Tanging Dahilan,404RA7nuwzYA8WskpMgUp1,Belle Mariano,0X7VQJn05fiB3BKGaxeI3M,188186,2021-12-03,56,0.622,0.426,11,-6.011,1,0.0304,0.779,0.0,0.0929,0.493,139.936,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
1EeIw9TihLUAWjMFlcSZjS,Tadhana,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,5hBkRglR7Kix18WR7ImcCj,181565,2020-11-05,45,0.61,0.141,7,-14.952,1,0.0326,0.845,0.0,0.122,0.243,86.568,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
6Q7gbt3fBClwFmyYaKubzy,Not For Me,4bOVj4CTZ1WzSIiWRG9b3n,Maris Racal,7sArAacrchjAciDMJ1cEkR,196231,2020-09-22,44,0.472,0.517,0,-7.842,1,0.0334,0.43,0.0,0.135,0.18,139.808,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
1bMQjt7tQipEUXpeLSPOVK,Sueno,2b9sNBOKOO52limWBKI84i,Kayl Garcia,3yvS9uAjheB3cuYUmgLI5N,257067,2020-05-08,42,0.4,0.263,5,-13.476,0,0.0301,0.795,0.00212,0.196,0.209,139.478,37i9dQZF1DX7Jerj8LqApV,OPM Says Chillax
4agJXUwMoGVEW5e0TJIyTb,Maybe Don't,39rKElzF7q6K4O2flycSEc,Chlara,36O7Pi0c80MfdsT21uQ4xZ,218186,2021-10-22,44,0.608,0.318,6,-11.304,1,0.0382,0.656,0.0,0.194,0.775,139.993,37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM
