artist_id,artist_name,total_followers,genres,popularity
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,20398500,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",92
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1753107,"['alt z', 'dance pop', 'dark pop', 'pop', 'post-teen pop']",65
6KImCVD70vtIoJWnq6nGn3,Harry Styles,20980441,['pop'],94
26VFTg2z8YR0cCuwLzESi2,Halsey,17789057,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",81
2cFrymmkijnjDg9SS92EPM,blackbear,4702825,"['electropop', 'pop', 'pop rap']",80
4u5smJBskI6Adzv08PuiUP,Kiiara,846146,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",61
74XFHRwlV6OrjEM0A2NCMF,Paramore,6917124,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
7ygtjsCTrCQZAYYPOne9uE,Erik Santos,611699,['opm'],53
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,1058599,"['indie folk', 'stomp and holler']",71
4TrraAsitQKl821DQY42cZ,Sigrid,626371,"['dance pop', 'norwegian pop', 'pop']",66
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,7635594,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77
6vXTefBL93Dj5IqAWq6OTv,French Montana,4492693,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75
7blkMNJv8n9ceP9zlA4W2U,Shawn Hook,60946,['canadian pop'],45
4xRYI6VqpkE3UwrDrAZL8L,Logic,5716884,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",77
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13349832,"['melodic rap', 'philly rap', 'rap', 'trap']",85
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18291200,"['dance pop', 'pop', 'post-teen pop']",82
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,9563446,"['dance pop', 'pop', 'post-teen pop']",65
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,26791353,"['dance pop', 'pop', 'post-teen pop']",84
4iSU0hKfGnU2nscL5dLi9p,Claudia,21086,['pinoy r&b'],30
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,9339560,"['atl hip hop', 'hip hop', 'rap']",77
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,7444911,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",73
4VkqlQl3hGhxjchI34xp2V,Thyro,10321,['opm'],45
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6657503,"['dance pop', 'pop', 'pop rap']",78
06HL4z0CvFAxyc27GXpf02,Taylor Swift,53579553,['pop'],92
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2384049,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",65
20gsENnposVs2I4rQ5kvrf,Sam Feldt,692030,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",73
1IueXOQyABrMOprrzwQJWN,Sigala,1422661,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house']",73
7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,842930,"['opm', 'pinoy rock']",54
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,30079875,"['k-pop', 'k-pop girl group']",79
00TKPo9MxwZ0j4ooveIxWZ,Loote,188820,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",62
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1865588,"['pop rap', 'seattle hip hop']",75
4DTbdShHu2RPYEEMUp2XWV,Anjulie,28977,['canadian pop'],57
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,915736,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",57
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3251677,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'urban contemporary']",65
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,8795756,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']",72
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1201312,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",64
6V03b3Y36lolYP2orXn8mV,98º,383336,"['boy band', 'dance pop']",55
5DK8eK7fjvRsziXzyr3sFA,Moon Taxi,172982,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",52
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,34032994,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",88
6LqNN22kT3074XbTVUrhzX,Kesha,7247162,"['dance pop', 'electropop', 'pop', 'post-teen pop']",76
1LOB7jTeEV14pHai6EXSzF,Cash Cash,653619,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",64
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,22464533,"['dance pop', 'pop', 'post-teen pop']",80
3cjEqqelV9zb4BYE3qDQ4O,EXO,9079923,"['k-pop', 'k-pop boy group']",69
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,20624426,"['hip hop', 'rap', 'slap house', 'trap']",87
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1502456,[],0
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6105216,['pop'],67
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7327706,"['east coast hip hop', 'hip hop', 'rap']",83
6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,14235,['opm'],25
25uiPmTg16RbhZWAqwLBy5,Charli XCX,2628180,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",77
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3222579,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",70
1URnnhqYAYcrqrcwql10ft,21 Savage,11226723,"['atl hip hop', 'rap', 'trap']",84
5he5w2lnU9x7JFhnwcekXX,Skrillex,8005985,"['brostep', 'complextro', 'edm', 'electro']",75
1vCWHaC5f2uS3yhpwWbIA6,Avicii,21764574,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,2751824,"['opm', 'pinoy reggae', 'pinoy rock']",62
1KCSPY1glIKqW2TotWuXOR,P!nk,13159260,"['dance pop', 'pop']",78
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,2104187,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",61
7FgMLbnZVrEnir95O0YujA,Five For Fighting,734606,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",58
1YlibpAvhJBbMZMBwN1KGv,The Juans,761773,['opm'],54
3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,35765,"['acoustic opm', 'opm']",46
7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,915897,"['opm', 'pinoy singer-songwriter']",59
7tYKF4w9nC0nq9CsPZTHyP,SZA,7806938,"['pop', 'r&b']",81
09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,298397,"['opm', 'pinoy singer-songwriter']",53
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1416861,"['opm', 'pinoy rock', 'pop rock']",56
1PbBg2aYjWLKRk84zJK15x,Echosmith,577820,"['dance pop', 'indie poptimism', 'pop rock']",57
4kYSro6naA4h99UJvo89HB,Cardi B,20073920,"['dance pop', 'pop', 'pop rap', 'rap']",80
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,15958444,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",84
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,3266500,"['canadian contemporary r&b', 'pop', 'r&b']",77
0eecdvMrqBftK0M1VKhaF4,CNCO,8852926,"['boy band', 'latin', 'latin pop', 'reggaeton']",69
3AVfmawzu83sp94QW7CEGm,Astrid S,1172880,"['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",67
4YXycRbyyAE0wozTk7QMEq,Matoma,695087,"['dance pop', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house']",67
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,36576735,"['emo rap', 'miami hip hop']",86
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1321177,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",64
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,156864,"['cartoon', ""children's music"", 'dong-yo']",64
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2355170,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",76
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,778258,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']",64
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1916906,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",68
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,9491327,"['emo', 'modern rock', 'rock']",77
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6377421,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",82
6fOMl44jA4Sp5b9PpYCkzz,NF,7059798,"['hip hop', 'pop rap', 'rap']",78
3wyVrVrFCkukjdVIdirGVY,Lil Pump,7980389,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap']",66
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,817591,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",71
3hyEbRtp617pNCuuQjyOmc,Lost Kings,357938,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",60
2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,2436518,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",55
7dGJo4pcD2V6oG8kP0tJRR,Eminem,55942873,"['detroit hip hop', 'hip hop', 'rap']",89
7eCmccnRwPmRnWPw61x6jM,SHY Martin,257108,"['alt z', 'electropop', 'pop', 'swedish electropop']",62
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,3336059,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",72
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,6973444,"['k-pop', 'k-pop girl group']",73
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,113650,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",47
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,7833436,"['dance pop', 'pop', 'urban contemporary']",76
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2476269,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",78
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,1001581,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",63
7FNnA9vBm6EKceENgCGRMb,Anitta,11694359,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",81
3EXdLajEO02ziZ90P90bSW,Lil Xan,2229467,"['emo rap', 'underground hip hop', 'vapor trap']",60
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2304238,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1071867,"['opm', 'pinoy pop punk', 'pinoy rock']",57
1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,316245,"['classic opm', 'opm', 'soft rock']",50
2G7VQ1kVhVfNagytlousgm,Al James,676464,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",61
4sj6D0zlMOl25nprDJBiU9,Andy Williams,430158,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",56
5lpH0xAS4fVfLkACg9DAuM,Wham!,1927969,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",64
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,155612,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",59
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5243590,['opm'],69
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1502456,[],0
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,9561960,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",76
26dSoYclwsYLMAKD3tpOr4,Britney Spears,10913862,"['dance pop', 'pop', 'post-teen pop']",79
0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,497596,['opm'],49
0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,830232,"['classic opm', 'opm', 'papuri', 'pinoy praise']",51
2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,8189,[],28
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,264747,"['adult standards', 'brill building pop', 'lounge', 'rockabilly', 'vocal jazz']",53
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1252724,"['adult standards', 'motown', 'soul']",65
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,24949,['adult standards'],40
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,5028197,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",71
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,402314,"['adult standards', 'easy listening', 'lounge']",52
11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,24840,['deep talent show'],34
2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,890,[],7
7vjoSmk5jVvRXNiKIDMox1,Alisah Bonaobra,1867,[],22
0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,423504,['opm'],48
6jtan6NPL80JFme8IkFiy7,Janice Javier,2330,[],26
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,1837147,"['adult standards', 'lounge', 'vocal jazz']",64
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,144210,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",46
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,2172930,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",65
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,5362955,"['dance pop', 'hip pop', 'pop', 'urban contemporary']",72
5EUahD2aecNM2phblhyVFi,Bamboo,6797,[],26
26AHtbjWKiwYzsoGoUZq53,Pentatonix,3322684,['a cappella'],63
0SG7a26LiFGt8E0olaIOpx,Acapellago,2661,[],6
7AKHnZVqwXYuUwWJ8UGL5q,Girls' Generation-TTS,559545,"['k-pop', 'k-pop girl group']",37
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1464614,"['glee club', 'hollywood', 'post-teen pop']",71
65kpH75MFCBJhLy7qvVl6A,Aegis,195373,"['classic opm', 'opm']",47
3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1359088,"['classic opm', 'opm']",58
35S20clEkkSNUo23ViaslZ,Band Aid,22349,['musical advocacy'],33
4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,119149,"['classic opm', 'opm', 'papuri', 'pinoy praise']",43
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,5594436,"['adult standards', 'easy listening', 'lounge']",73
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,3213173,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",71
0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,428609,['opm'],43
3qZNpgS5OAdktfruSjjLeY,Benni Sparks,636,[],17
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,145283,"['dance pop', 'electropop', 'indie poptimism', 'norwegian pop', 'tropical house']",58
0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,128667,['swedish pop'],46
0lslA51eKXwTUY0TSX9Emy,Marion Aunor,32536,['opm'],40
5Xcbv83o11Ez2XPHa1n8Pf,AmPm,42726,['japanese dance pop'],44
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,42610,"['gauze pop', 'vapor twitch']",42
2TX325jFbZFpe2OGZNo4Lx,Markus,3606,['pinoy singer-songwriter'],31
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,4586314,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",71
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,22896345,"['pop', 'r&b', 'soul']",80
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2576999,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",71
2JLqTvFXmC87BksiCsBezV,Matt Terry,125253,['talent show'],42
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,679956,"['opm', 'pinoy indie', 'pinoy rock']",53
3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,146587,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",51
2U5mF0PZqGu6glnz55yY0y,John Roa,1113654,['opm'],58
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,744696,"['dance pop', 'hollywood', 'post-teen pop', 'show tunes']",67
0touaoSr4QOLYxBJ9lmGgK,Karencitta,137013,"['pinoy edm', 'pinoy r&b', 'pinoy trap', 'vispop']",38
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,143993,"['broadway', 'hollywood', 'show tunes']",64
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,2902287,"['irish rock', 'pop rock']",71
17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,213665,"['opm', 'pinoy r&b']",46
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,1204485,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",55
4WN5naL3ofxrVBgFpguzKo,Rudimental,1326598,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",68
3mPc8WGusz2XF3Tvs3AKCR,Carlie Hanson,383309,"['alt z', 'dance pop', 'electropop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",52
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5023454,"['dance pop', 'electropop', 'pop']",73
0LyOADBjj28cbvJWTXUEGA,Loren Allred,101176,"['deep talent show', 'hollywood', 'movie tunes']",58
2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,9987,['show tunes'],56
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,566567,"['hollywood', 'show tunes']",66
4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1949033,"['opm', 'pinoy indie', 'pinoy trap']",59
2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,9362,['hollywood'],58
6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,5090,['show tunes'],45
0vqJkZ0RpLZixt3lTmD8vP,Whethan,244357,"['edm', 'electropop', 'hyperpop', 'indie poptimism', 'vapor soul', 'vapor twitch']",62
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,1238956,"['contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",60
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,1013254,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",62
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,107807,[],43
2NzWRNaaLByHyI3wpuec8P,Jim Brickman,98780,"['new age', 'new age piano']",54
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1372765,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",60
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,4185554,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",73
28ExwzUQsvgJooOI0X1mr3,Jay Rock,1252438,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70
4qFxP3qN9GsnZDOkAE6x2m,December Avenue,4489320,"['opm', 'pinoy pop punk']",62
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,8554356,"['boy band', 'dance pop', 'pop', 'post-teen pop']",79
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,1221615,"['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",65
23zg3TcAtWQy7J6upgbUnj,Usher,9698498,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",78
0b1sIQumIAsNbqAoIClSpy,j-hope,10248826,"['k-pop', 'k-rap']",61
38CvLGTsjtoloDgv3OKQp8,Robinson,93440,"['alt z', 'australian pop', 'electropop', 'indie electropop', 'nz pop']",49
3Hvxz2oZPYuo61ChHKcqQI,Autotelic,192108,"['opm', 'pinoy indie', 'pinoy rock']",40
5RR0MLwcjc87wjSw2JYdwx,MOMOLAND,3248627,"['k-pop', 'k-pop girl group']",57
6beUvFUlKliUYJdLOXNj9C,King Princess,1492828,"['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",61
3Isy6kedDrgPYoTS1dazA9,Sean Paul,3895091,"['dance pop', 'dancehall', 'pop', 'pop rap']",79
4mrrcDjpjUq27YEGwlisgs,Gracenote,36437,"['opm', 'pinoy indie', 'pinoy rock']",40
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1887779,"['comedy rap', 'pop rap', 'rap']",61
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,605692,['israeli pop'],68
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,318313,"['dutch hip hop', 'tropical house']",64
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,748424,"['hip hop', 'virginia hip hop']",58
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2847001,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",69
5jAMCwdNHWr7JThxtMuEyy,NOTD,232521,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",66
3JXpwnHbLvXxY99EuXqFPX,Poo Bear,42078,['pop r&b'],59
7n2Ycct7Beij7Dj7meI4X0,TWICE,13584731,"['k-pop', 'k-pop girl group']",80
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,1306396,"['dance pop', 'electropop', 'indie pop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",64
2KU7pJgPoJC3uwJRZPYQ8G,BATE,1313,['malaysian indie'],20
25tMQOrIU4LlUo6Sv8v5SE,Gavin James,648541,"['irish pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",63
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,16875637,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",85
5iNrZmtVMtYev5M9yoWpEq,Seeb,283008,"['dance pop', 'edm', 'electro house', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house']",68
63gbXCha1jpkrJJ9K5gGpR,ELI,29290,['german pop'],45
3zDRCqOhJXJfS2YWOEwGMC,Christopher,230089,['danish pop'],58
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,25128142,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",85
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,62907356,"['art pop', 'electropop', 'pop']",87
1frSJ3BwjRHE9jgMRQV5wC,Zookeepers,8134,['bass trap'],45
7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,146120,['opm'],46
2ZuweXv0TkfsidZOLZZoM2,HEDEGAARD,66642,"['danish electronic', 'scandipop']",57
4ScCswdRlyA23odg9thgIO,Jess Glynne,2750684,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",72
39rKElzF7q6K4O2flycSEc,Chlara,44435,"['channel pop', 'opm', 'viral pop']",49
2gBjLmx6zQnFGQJCAQpRgw,Nelly,2137737,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",74
5vBSrE1xujD2FXYRarbAXc,Years & Years,1893640,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house']",70
2DaxqgrOhkeH0fpeiQq2f4,Oasis,7375788,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",74
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,3980589,"['hip hop', 'pop', 'pop rap']",80
3mIj9lX2MWuHmhNCA7LSCW,The 1975,5579193,"['modern alternative rock', 'modern rock', 'pop', 'rock']",72
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,24101545,"['chicago rap', 'melodic rap']",88
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,17347277,"['chicago rap', 'rap']",90
5cYJYBMg1n71v7cvthr1SO,The Itchyworms,956677,"['opm', 'pinoy rock']",54
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,3513969,"['alt z', 'dream smp', 'electropop', 'pop']",75
7uMh23xWiuR7zsNkuNcm2G,MNEK,269562,"['tropical house', 'uk contemporary r&b', 'uk dance']",73
1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,1714,['opm'],20
1AhjOkOLkbHUfcHDSErXQs,88rising,808712,"['asian american hip hop', 'pop']",68
5LHRHt1k9lMyONurDHEdrp,Tyga,6583439,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,27607588,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",88
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,11374307,['modern rock'],78
4fpTMHe34LC5t3h5ztK8qu,The Carters,1370584,"['pop', 'r&b', 'urban contemporary']",55
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,4357442,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']",71
3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,1973316,"['electropop', 'pop']",73
7CQwac16i1W5ej8YpuL3dv,Boyce Avenue,2977783,"['acoustic cover', 'neo mellow', 'pop', 'viral pop']",72
40JlNF1w2OiSOyj1nC4y0I,Joseph Vincent,316316,['viral pop'],61
1uuV1avDy9Eup5gYHXVG05,Amber Leigh Irish,20536,"['acoustic cover', 'channel pop', 'viral pop']",52
7HXBbxW6YwU8lvgBew2p2A,Matt Johnson,35277,"['acoustic cover', 'neo mellow', 'viral pop']",57
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,577139,"['alt z', 'electropop', 'pop', 'tropical house']",70
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,530213,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",66
30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,241340,"['opm', 'pinoy indie']",52
